Timestamp,GPU,VRAM,GPU Fan
2025-04-16T22:31:18,66,64.39,40
2025-04-16T22:31:19,68,64.39,40
2025-04-16T22:31:19,63,64.39,40
2025-04-16T22:31:19,64,64.39,40
2025-04-16T22:31:19,63,64.39,40
2025-04-16T22:31:20,75,64.39,40
2025-04-16T22:31:20,68,64.39,40
2025-04-16T22:31:20,62,64.39,40
2025-04-16T22:31:20,63,64.39,40
2025-04-16T22:31:21,71,64.39,40
2025-04-16T22:31:21,65,64.39,40
2025-04-16T22:31:21,66,64.39,40
2025-04-16T22:31:21,58,64.39,40
2025-04-16T22:31:22,76,64.39,40
2025-04-16T22:31:22,73,64.39,40
2025-04-16T22:31:22,75,64.39,40
2025-04-16T22:31:22,71,64.39,40
2025-04-16T22:31:22,61,64.39,40
2025-04-16T22:31:23,63,64.39,40
2025-04-16T22:31:23,64,64.39,40
2025-04-16T22:31:23,75,64.39,40
2025-04-16T22:31:23,71,64.39,40
2025-04-16T22:31:24,72,64.39,40
2025-04-16T22:31:24,70,64.39,40
2025-04-16T22:31:24,75,64.39,40
2025-04-16T22:31:24,64,64.39,40
2025-04-16T22:31:25,72,64.39,40
2025-04-16T22:31:25,60,64.39,40
2025-04-16T22:31:25,70,64.39,40
2025-04-16T22:31:25,66,64.39,40
2025-04-16T22:31:26,58,64.39,40
2025-04-16T22:31:26,61,64.39,40
2025-04-16T22:31:26,63,64.39,40
2025-04-16T22:31:26,71,64.39,41
2025-04-16T22:31:26,72,64.39,41
2025-04-16T22:31:27,71,64.39,41
2025-04-16T22:31:27,65,64.39,41
2025-04-16T22:31:27,76,64.39,40
2025-04-16T22:31:27,75,64.39,40
2025-04-16T22:31:28,74,64.39,40
2025-04-16T22:31:28,61,64.39,40
2025-04-16T22:31:28,75,64.39,40
2025-04-16T22:31:28,59,64.39,40
2025-04-16T22:31:29,60,64.39,40
2025-04-16T22:31:29,62,64.39,40
2025-04-16T22:31:29,72,64.39,40
2025-04-16T22:31:29,78,64.39,40
2025-04-16T22:31:30,63,64.39,40
2025-04-16T22:31:30,72,64.39,40
2025-04-16T22:31:30,71,64.39,40
2025-04-16T22:31:30,68,64.39,40
2025-04-16T22:31:30,73,64.39,40
2025-04-16T22:31:31,74,64.39,40
2025-04-16T22:31:31,71,64.39,40
2025-04-16T22:31:31,62,64.39,40
2025-04-16T22:31:31,61,64.39,40
2025-04-16T22:31:32,70,64.39,40
2025-04-16T22:31:32,66,64.39,40
2025-04-16T22:31:32,61,64.39,40
2025-04-16T22:31:32,63,64.39,40
2025-04-16T22:31:33,62,64.39,40
2025-04-16T22:31:33,71,64.39,40
2025-04-16T22:31:33,71,64.39,40
2025-04-16T22:31:33,69,64.39,40
2025-04-16T22:31:34,64,64.39,40
2025-04-16T22:31:34,71,64.39,40
2025-04-16T22:31:34,70,64.39,40
2025-04-16T22:31:34,69,64.39,40
2025-04-16T22:31:34,68,64.39,40
2025-04-16T22:31:35,60,64.39,40
2025-04-16T22:31:35,65,64.39,40
2025-04-16T22:31:35,65,64.39,40
2025-04-16T22:31:35,68,64.39,40
2025-04-16T22:31:36,69,64.39,40
2025-04-16T22:31:36,72,64.39,40
2025-04-16T22:31:36,75,64.39,40
2025-04-16T22:31:36,54,64.39,41
2025-04-16T22:31:37,45,64.39,41
2025-04-16T22:31:37,63,64.39,41
2025-04-16T22:31:37,70,64.39,41
2025-04-16T22:31:37,67,64.39,41
2025-04-16T22:31:37,59,64.39,40
2025-04-16T22:31:38,59,64.39,40
2025-04-16T22:31:38,53,64.39,40
2025-04-16T22:31:38,55,64.39,41
2025-04-16T22:31:38,71,64.39,40
2025-04-16T22:31:39,57,64.39,40
2025-04-16T22:31:39,54,64.39,40
2025-04-16T22:31:39,57,64.39,40
2025-04-16T22:31:39,64,64.39,40
2025-04-16T22:31:40,59,64.39,40
2025-04-16T22:31:40,72,64.39,40
2025-04-16T22:31:40,69,64.39,40
2025-04-16T22:31:40,64,64.39,40
2025-04-16T22:31:41,66,64.39,40
2025-04-16T22:31:41,65,64.39,40
2025-04-16T22:31:41,63,64.39,40
2025-04-16T22:31:41,70,64.39,40
2025-04-16T22:31:41,71,64.39,40
2025-04-16T22:31:42,64,64.39,40
2025-04-16T22:31:42,61,64.39,40
2025-04-16T22:31:42,54,64.39,40
2025-04-16T22:31:42,54,64.39,40
2025-04-16T22:31:43,60,64.39,40
2025-04-16T22:31:43,66,64.39,40
2025-04-16T22:31:43,68,64.39,41
2025-04-16T22:31:43,68,64.39,41
2025-04-16T22:31:44,67,64.39,41
2025-04-16T22:31:44,62,64.39,41
2025-04-16T22:31:44,59,64.39,41
2025-04-16T22:31:44,59,64.39,41
2025-04-16T22:31:45,59,64.39,41
2025-04-16T22:31:45,59,64.39,41
2025-04-16T22:31:45,59,64.39,41
2025-04-16T22:31:45,59,64.39,41
2025-04-16T22:31:45,65,64.39,41
2025-04-16T22:31:46,66,64.39,41
2025-04-16T22:31:46,67,64.39,41
2025-04-16T22:31:46,67,64.39,41
2025-04-16T22:31:46,59,64.39,41
2025-04-16T22:31:47,56,64.39,41
2025-04-16T22:31:47,58,64.39,41
2025-04-16T22:31:47,51,64.39,41
2025-04-16T22:31:47,54,64.39,41
2025-04-16T22:31:48,60,64.39,41
2025-04-16T22:31:48,58,64.39,41
2025-04-16T22:31:48,56,64.39,41
2025-04-16T22:31:48,60,64.39,41
2025-04-16T22:31:49,60,64.39,41
2025-04-16T22:31:49,58,64.39,41
2025-04-16T22:31:49,68,64.39,41
2025-04-16T22:31:49,73,64.39,40
2025-04-16T22:31:50,62,64.39,41
2025-04-16T22:31:50,62,64.39,41
2025-04-16T22:31:50,66,64.39,40
2025-04-16T22:31:50,67,64.39,40
2025-04-16T22:31:50,61,64.39,41
2025-04-16T22:31:51,65,64.39,41
2025-04-16T22:31:51,66,64.39,41
2025-04-16T22:31:51,67,64.39,41
2025-04-16T22:31:51,66,64.39,41
2025-04-16T22:31:52,70,64.39,41
2025-04-16T22:31:52,67,64.39,41
2025-04-16T22:31:52,70,64.39,41
2025-04-16T22:31:52,70,64.39,41
2025-04-16T22:31:53,76,64.39,41
2025-04-16T22:31:53,66,64.39,41
2025-04-16T22:31:53,67,64.39,41
2025-04-16T22:31:53,71,64.39,41
2025-04-16T22:31:54,69,64.39,41
2025-04-16T22:31:54,70,64.39,41
2025-04-16T22:31:54,66,64.39,41
2025-04-16T22:31:54,63,64.39,41
2025-04-16T22:31:54,72,64.39,41
2025-04-16T22:31:55,70,64.39,41
2025-04-16T22:31:55,69,64.39,41
2025-04-16T22:31:55,70,64.39,41
2025-04-16T22:31:55,67,64.39,41
2025-04-16T22:31:56,70,64.39,41
2025-04-16T22:31:56,64,64.39,41
2025-04-16T22:31:56,63,64.39,41
2025-04-16T22:31:56,64,64.39,41
2025-04-16T22:31:57,58,64.39,41
2025-04-16T22:31:57,63,64.39,41
2025-04-16T22:31:57,58,64.39,41
2025-04-16T22:31:57,61,64.39,41
2025-04-16T22:31:58,65,64.39,41
2025-04-16T22:31:58,64,64.39,41
2025-04-16T22:31:58,61,64.39,41
2025-04-16T22:31:58,62,64.39,41
2025-04-16T22:31:58,71,64.39,41
2025-04-16T22:31:59,66,64.39,41
2025-04-16T22:31:59,66,64.39,41
2025-04-16T22:31:59,70,64.39,41
2025-04-16T22:31:59,64,64.39,41
2025-04-16T22:32:00,66,64.39,41
2025-04-16T22:32:00,71,64.39,41
2025-04-16T22:32:00,68,64.39,41
2025-04-16T22:32:00,62,64.39,41
2025-04-16T22:32:01,66,64.39,41
2025-04-16T22:32:01,66,64.39,41
2025-04-16T22:32:01,64,64.39,41
2025-04-16T22:32:01,68,64.39,41
2025-04-16T22:32:02,58,64.39,41
2025-04-16T22:32:02,66,64.39,41
2025-04-16T22:32:02,63,64.39,41
2025-04-16T22:32:02,70,64.39,41
2025-04-16T22:32:02,70,64.39,41
2025-04-16T22:32:03,61,64.39,41
2025-04-16T22:32:03,72,64.39,41
2025-04-16T22:32:03,64,64.39,41
2025-04-16T22:32:03,72,64.39,41
2025-04-16T22:32:04,67,64.39,41
2025-04-16T22:32:04,63,64.39,41
2025-04-16T22:32:04,67,64.39,41
2025-04-16T22:32:04,61,64.39,41
2025-04-16T22:32:05,71,64.39,41
2025-04-16T22:32:05,70,64.39,41
2025-04-16T22:32:05,74,64.39,41
2025-04-16T22:32:05,60,64.39,41
2025-04-16T22:32:06,60,64.39,41
2025-04-16T22:32:06,74,64.39,41
2025-04-16T22:32:06,75,64.39,41
2025-04-16T22:32:06,73,64.39,41
2025-04-16T22:32:06,68,64.39,41
2025-04-16T22:32:07,73,64.39,41
