Timestamp,GPU,VRAM,GPU Fan
2025-04-17T00:22:21,2,1.65,0
2025-04-17T00:22:21,6,0.09,0
2025-04-17T00:22:21,1,1.64,0
2025-04-17T00:22:21,6,1.60,0
2025-04-17T00:22:22,1,1.64,0
2025-04-17T00:22:22,0,0.02,0
2025-04-17T00:22:22,0,0.02,0
2025-04-17T00:22:22,0,0.02,0
2025-04-17T00:22:23,0,0.02,0
2025-04-17T00:22:23,0,0.02,0
2025-04-17T00:22:23,0,0.02,0
2025-04-17T00:22:23,0,0.02,0
2025-04-17T00:22:24,0,0.02,0
2025-04-17T00:22:24,0,0.02,0
2025-04-17T00:22:24,0,0.02,0
2025-04-17T00:22:24,0,0.02,0
2025-04-17T00:22:25,0,0.02,0
2025-04-17T00:22:25,0,0.02,0
2025-04-17T00:22:25,0,0.02,0
2025-04-17T00:22:25,0,0.02,0
2025-04-17T00:22:26,0,0.02,0
2025-04-17T00:22:26,0,0.02,0
2025-04-17T00:22:26,0,0.02,0
2025-04-17T00:22:26,0,0.02,0
2025-04-17T00:22:27,0,0.02,0
2025-04-17T00:22:27,0,0.02,0
2025-04-17T00:22:27,0,0.02,0
2025-04-17T00:22:27,0,0.02,0
2025-04-17T00:22:28,0,0.02,0
2025-04-17T00:22:28,0,0.02,0
2025-04-17T00:22:28,0,0.02,0
2025-04-17T00:22:28,0,0.02,0
2025-04-17T00:22:29,0,0.02,0
2025-04-17T00:22:29,0,0.02,0
2025-04-17T00:22:29,0,0.02,0
2025-04-17T00:22:29,0,0.02,0
2025-04-17T00:22:30,0,0.02,0
2025-04-17T00:22:30,0,0.02,0
2025-04-17T00:22:30,0,0.02,0
2025-04-17T00:22:30,0,0.02,0
2025-04-17T00:22:31,0,0.02,0
2025-04-17T00:22:31,0,0.02,0
2025-04-17T00:22:31,0,0.02,0
2025-04-17T00:22:31,0,0.02,0
2025-04-17T00:22:32,0,0.02,0
2025-04-17T00:22:32,0,0.02,0
2025-04-17T00:22:32,0,0.02,0
2025-04-17T00:22:32,0,0.02,0
2025-04-17T00:22:33,0,0.02,0
2025-04-17T00:22:33,0,0.02,0
2025-04-17T00:22:33,0,0.02,0
2025-04-17T00:22:33,0,0.02,0
2025-04-17T00:22:34,0,0.02,0
2025-04-17T00:22:34,0,0.02,0
2025-04-17T00:22:34,0,0.02,0
2025-04-17T00:22:34,0,0.02,0
2025-04-17T00:22:35,0,0.02,0
2025-04-17T00:22:35,0,0.02,0
2025-04-17T00:22:35,0,0.02,0
2025-04-17T00:22:35,0,0.02,0
2025-04-17T00:22:36,0,0.02,0
2025-04-17T00:22:36,0,0.02,0
2025-04-17T00:22:36,0,0.02,0
2025-04-17T00:22:36,0,0.02,0
2025-04-17T00:22:37,0,1.60,0
2025-04-17T00:22:37,0,1.60,0
2025-04-17T00:22:37,0,1.60,0
2025-04-17T00:22:37,0,1.60,0
2025-04-17T00:22:38,0,1.60,0
2025-04-17T00:22:38,0,1.60,0
2025-04-17T00:22:38,0,1.60,0
2025-04-17T00:22:38,0,1.60,0
2025-04-17T00:22:39,0,1.60,0
2025-04-17T00:22:39,0,1.60,0
2025-04-17T00:22:39,0,1.60,0
2025-04-17T00:22:39,0,1.60,0
2025-04-17T00:22:39,0,1.60,0
2025-04-17T00:22:40,0,1.60,0
2025-04-17T00:22:40,0,1.60,0
2025-04-17T00:22:40,0,1.60,0
2025-04-17T00:22:40,0,1.60,0
2025-04-17T00:22:41,0,1.60,0
2025-04-17T00:22:41,0,1.60,0
2025-04-17T00:22:41,0,1.60,0
2025-04-17T00:22:41,0,1.60,0
2025-04-17T00:22:42,0,1.60,0
2025-04-17T00:22:42,0,1.60,0
2025-04-17T00:22:42,0,1.60,0
2025-04-17T00:22:42,0,1.60,0
2025-04-17T00:22:43,0,1.60,0
2025-04-17T00:22:43,0,1.60,0
2025-04-17T00:22:43,0,1.60,0
2025-04-17T00:22:43,0,1.60,0
2025-04-17T00:22:44,0,1.60,0
2025-04-17T00:22:44,0,1.60,0
2025-04-17T00:22:44,0,1.60,0
2025-04-17T00:22:44,0,1.60,0
2025-04-17T00:22:45,0,1.60,0
2025-04-17T00:22:45,0,1.60,0
2025-04-17T00:22:45,0,1.60,0
2025-04-17T00:22:45,0,1.60,0
2025-04-17T00:22:46,0,1.60,0
2025-04-17T00:22:46,0,1.60,0
2025-04-17T00:22:46,0,2.73,0
2025-04-17T00:22:46,57,3.09,0
2025-04-17T00:22:47,0,3.09,0
2025-04-17T00:22:47,0,3.09,0
2025-04-17T00:22:47,0,3.09,0
2025-04-17T00:22:47,0,3.09,0
2025-04-17T00:22:48,0,3.09,0
2025-04-17T00:22:48,48,4.06,0
2025-04-17T00:22:48,3,4.18,0
2025-04-17T00:22:48,0,4.18,0
2025-04-17T00:22:49,0,4.18,0
2025-04-17T00:22:49,0,4.18,0
2025-04-17T00:22:49,0,4.18,0
2025-04-17T00:22:49,0,4.18,0
2025-04-17T00:22:49,0,4.18,0
2025-04-17T00:22:50,0,4.18,0
2025-04-17T00:22:50,0,4.18,0
2025-04-17T00:22:50,0,4.18,0
2025-04-17T00:22:50,0,4.18,0
2025-04-17T00:22:51,99,10.87,0
2025-04-17T00:22:51,32,11.14,0
2025-04-17T00:22:51,3,11.16,0
2025-04-17T00:22:51,5,11.18,0
2025-04-17T00:22:52,15,14.04,0
2025-04-17T00:22:52,0,14.04,0
2025-04-17T00:22:52,0,14.04,0
2025-04-17T00:22:52,0,14.04,0
2025-04-17T00:22:53,0,14.04,0
2025-04-17T00:22:53,0,14.04,0
2025-04-17T00:22:53,0,14.04,0
2025-04-17T00:22:53,0,14.04,0
2025-04-17T00:22:53,0,14.04,0
2025-04-17T00:22:54,0,14.04,0
2025-04-17T00:22:54,0,14.04,0
2025-04-17T00:22:54,0,14.04,0
2025-04-17T00:22:54,0,14.04,0
2025-04-17T00:22:55,0,14.04,0
2025-04-17T00:22:55,0,14.04,0
2025-04-17T00:22:55,0,14.04,0
2025-04-17T00:22:55,0,14.04,0
2025-04-17T00:22:56,0,14.04,0
2025-04-17T00:22:56,0,14.04,0
2025-04-17T00:22:56,0,14.04,0
2025-04-17T00:22:56,0,14.04,0
2025-04-17T00:22:57,0,14.04,0
2025-04-17T00:22:57,0,14.04,0
2025-04-17T00:22:57,0,14.04,0
2025-04-17T00:22:57,0,14.04,0
2025-04-17T00:22:57,0,14.04,0
2025-04-17T00:22:58,0,14.04,0
2025-04-17T00:22:58,0,14.04,0
2025-04-17T00:22:58,0,14.04,0
2025-04-17T00:22:58,0,14.04,0
2025-04-17T00:22:59,0,14.04,0
2025-04-17T00:22:59,23,15.11,0
2025-04-17T00:22:59,77,15.11,0
2025-04-17T00:22:59,0,15.11,0
2025-04-17T00:23:00,19,15.11,0
2025-04-17T00:23:00,0,15.11,0
2025-04-17T00:23:00,95,15.11,0
2025-04-17T00:23:00,0,15.11,0
2025-04-17T00:23:01,0,15.11,0
2025-04-17T00:23:01,0,15.11,0
2025-04-17T00:23:01,0,15.11,0
2025-04-17T00:23:01,0,15.11,0
2025-04-17T00:23:02,0,15.11,0
2025-04-17T00:23:02,0,15.11,0
2025-04-17T00:23:02,0,15.11,0
2025-04-17T00:23:02,0,15.11,0
2025-04-17T00:23:03,0,15.11,0
2025-04-17T00:23:03,0,15.11,0
2025-04-17T00:23:03,0,15.11,0
2025-04-17T00:23:03,0,15.11,0
2025-04-17T00:23:04,0,15.11,0
2025-04-17T00:23:04,0,15.11,0
2025-04-17T00:23:04,0,15.11,0
2025-04-17T00:23:04,0,15.11,0
2025-04-17T00:23:05,0,15.11,0
2025-04-17T00:23:05,0,15.11,0
2025-04-17T00:23:05,0,15.11,0
2025-04-17T00:23:05,0,15.11,0
2025-04-17T00:23:06,0,15.11,0
2025-04-17T00:23:06,0,15.11,0
2025-04-17T00:23:06,0,15.11,0
2025-04-17T00:23:06,0,15.11,0
2025-04-17T00:23:07,0,15.11,0
2025-04-17T00:23:07,0,15.11,0
2025-04-17T00:23:07,0,15.11,0
2025-04-17T00:23:07,0,15.11,0
2025-04-17T00:23:08,0,15.11,0
2025-04-17T00:23:08,0,15.11,0
2025-04-17T00:23:08,0,15.11,0
2025-04-17T00:23:08,0,15.11,0
2025-04-17T00:23:09,0,15.11,0
2025-04-17T00:23:09,0,15.11,0
2025-04-17T00:23:09,0,15.11,0
2025-04-17T00:23:09,0,15.11,0
2025-04-17T00:23:10,0,15.11,0
2025-04-17T00:23:10,0,15.11,0
2025-04-17T00:23:10,0,15.11,0
2025-04-17T00:23:10,0,15.11,0
2025-04-17T00:23:11,0,15.11,0
2025-04-17T00:23:11,0,15.11,0
2025-04-17T00:23:11,0,15.11,0
2025-04-17T00:23:11,0,15.11,0
2025-04-17T00:23:11,0,15.11,0
2025-04-17T00:23:12,0,15.11,0
2025-04-17T00:23:12,0,15.11,0
2025-04-17T00:23:12,0,15.11,0
2025-04-17T00:23:12,0,15.11,0
2025-04-17T00:23:13,0,15.11,0
2025-04-17T00:23:13,0,15.11,0
2025-04-17T00:23:13,0,15.11,0
2025-04-17T00:23:13,0,15.11,0
2025-04-17T00:23:14,0,15.11,0
2025-04-17T00:23:14,0,15.11,0
2025-04-17T00:23:14,0,15.11,0
2025-04-17T00:23:14,0,15.11,0
2025-04-17T00:23:15,0,15.11,0
2025-04-17T00:23:15,0,15.11,0
2025-04-17T00:23:15,0,15.11,0
2025-04-17T00:23:15,0,15.11,0
2025-04-17T00:23:15,0,15.11,0
2025-04-17T00:23:16,0,15.11,0
2025-04-17T00:23:16,0,15.11,0
2025-04-17T00:23:16,0,15.11,0
2025-04-17T00:23:16,0,15.11,0
2025-04-17T00:23:17,0,15.11,0
2025-04-17T00:23:17,0,15.11,0
2025-04-17T00:23:17,0,15.11,0
2025-04-17T00:23:18,0,15.11,0
2025-04-17T00:23:18,0,15.11,0
2025-04-17T00:23:18,0,15.11,0
2025-04-17T00:23:18,0,15.11,0
2025-04-17T00:23:18,0,15.11,0
2025-04-17T00:23:19,0,15.11,0
2025-04-17T00:23:19,0,15.11,0
2025-04-17T00:23:19,0,15.11,0
2025-04-17T00:23:19,0,15.11,0
2025-04-17T00:23:20,0,15.11,0
2025-04-17T00:23:20,0,15.11,0
2025-04-17T00:23:20,0,15.11,0
2025-04-17T00:23:20,0,15.11,0
2025-04-17T00:23:21,0,15.11,0
2025-04-17T00:23:21,0,15.11,0
2025-04-17T00:23:21,0,15.11,0
2025-04-17T00:23:21,0,15.11,0
2025-04-17T00:23:22,0,15.11,0
2025-04-17T00:23:22,0,15.11,0
